transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_17641_c2_g1_i2.p1	1	sp|Q9W349|LOZEN_DROME	62.5	200	45	3	82	280	269	439	2.29E-64	231	sp|Q9W349|LOZEN_DROME	62.5	200	45	3	269	439	82	280	2.41E-66	233
TRINITY_GG_17642_c3_g1_i4.p1	1	sp|Q5TH69|BIG3_HUMAN	32	2091	1119	40	1	1956	1	1924	6.67E-291	915	sp|Q5TH69|BIG3_HUMAN	32	2103	1136	40	1	1940	1	1972	9.84E-293	916
TRINITY_GG_17644_c2_g1_i1.p1	1	sp|Q9UJ83|HACL1_HUMAN	54.4	568	257	2	2	568	12	578	9.34E-229	647	sp|Q9UJ83|HACL1_HUMAN	54.4	568	257	2	12	578	2	568	5.57E-230	646
TRINITY_GG_17663_c5_g1_i1.p1	1	sp|Q9VKX4|RT07_DROME	48.3	201	101	2	33	233	21	218	2.73E-61	194	sp|Q9VKX4|RT07_DROME	48.3	201	101	2	21	218	33	233	2.99E-62	193
TRINITY_GG_17673_c8_g1_i3.p1	1	sp|Q9W020|NOM1_DROME	39	561	319	8	466	1005	292	850	3.31E-119	389	sp|Q9W020|NOM1_DROME	38.7	561	321	8	292	850	466	1005	3.29E-118	382
TRINITY_GG_17680_c13_g1_i1.p2	1	sp|A6QR31|FA32A_BOVIN	56.3	112	44	2	1	107	1	112	6.56E-29	103	sp|A6QR31|FA32A_BOVIN	56.3	112	44	2	1	112	1	107	4.61E-29	100
TRINITY_GG_17680_c14_g1_i3.p1	1	sp|Q9D0R2|SYTC_MOUSE	74	684	174	2	116	795	39	722	0	1066	sp|Q9D0R2|SYTC_MOUSE	74	684	174	2	39	722	116	795	0	1065
TRINITY_GG_17680_c16_g1_i2.p1	1	sp|Q8C0L8|COG5_MOUSE	44.9	815	409	11	13	807	31	825	1.87E-209	616	sp|Q8C0L8|COG5_MOUSE	44.9	815	409	11	31	825	13	807	3.84E-217	632
TRINITY_GG_17680_c16_g1_i2.p2	1	sp|P11441|UBL4A_HUMAN	35.6	146	79	3	1	131	1	146	1.27E-24	95.1	sp|P11441|UBL4A_HUMAN	35.6	146	79	3	1	146	1	131	1.72E-25	94
TRINITY_GG_17680_c17_g1_i1.p1	1	sp|P16233|LIPP_HUMAN	41.4	415	226	8	185	597	20	419	3.25E-97	310	sp|P16233|LIPP_HUMAN	41.4	415	226	8	20	419	185	597	2.58E-98	308
TRINITY_GG_17680_c19_g1_i1.p1	1	sp|P83099|KPC4_DROME	76.7	348	81	0	371	718	322	669	2.19E-200	584	sp|P83099|KPC4_DROME	71.2	386	108	1	284	669	336	718	2.72E-200	580
TRINITY_GG_17680_c9_g1_i1.p1	1	sp|P24368|PPIB_RAT	71	186	52	1	24	209	32	215	1.12E-96	283	sp|P24368|PPIB_RAT	68	197	61	1	21	215	13	209	1.62E-98	284
TRINITY_GG_17685_c2_g1_i1.p1	1	sp|Q5F3L1|KS6A5_CHICK	65.2	715	226	10	1	703	36	739	0	909	sp|Q5F3L1|KS6A5_CHICK	65.2	715	226	10	36	739	1	703	0	907
TRINITY_GG_17686_c15_g1_i1.p1	1	sp|Q7ZY78|WDR4_XENLA	32.4	358	211	9	44	398	44	373	1.33E-46	167	sp|Q7ZY78|WDR4_XENLA	32.4	358	211	9	44	373	44	398	9.33E-51	174
TRINITY_GG_17686_c17_g1_i2.p1	1	sp|Q9VLN1|WDR82_DROME	90.8	315	29	0	1	315	1	315	4.93E-220	603	sp|Q9VLN1|WDR82_DROME	90.8	315	29	0	1	315	1	315	8.61E-223	607
TRINITY_GG_17686_c20_g1_i2.p2	1	sp|A6QPU5|SYDM_BOVIN	57	235	98	2	71	303	47	280	6.52E-87	276	sp|A6QPU5|SYDM_BOVIN	57	235	98	2	47	280	71	303	5.89E-87	274
TRINITY_GG_17686_c22_g1_i1.p1	1	sp|O54825|BYST_MOUSE	60	417	155	3	12	416	13	429	1.17E-160	462	sp|O54825|BYST_MOUSE	60	417	155	3	13	429	12	416	1.49E-163	466
TRINITY_GG_17686_c5_g1_i1.p1	1	sp|O75159|SOCS5_HUMAN	53.3	287	99	5	277	533	250	531	1.42E-86	280	sp|O75159|SOCS5_HUMAN	53.8	277	103	4	250	526	277	528	8.92E-87	277
TRINITY_GG_17689_c3_g1_i1.p1	1	sp|Q9U6V6|JDP_MANSE	66.3	172	50	4	6	174	4	170	9.04E-73	219	sp|Q9U6V6|JDP_MANSE	66.3	172	50	4	4	170	6	174	2.43E-72	214
TRINITY_GG_17689_c4_g1_i3.p2	1	sp|Q6ZUJ8|BCAP_HUMAN	26.3	415	251	12	92	475	11	401	6.56E-22	102	sp|Q6ZUJ8|BCAP_HUMAN	27.3	421	239	16	11	401	92	475	1.45E-21	98.2
TRINITY_GG_17699_c9_g1_i1.p1	1	sp|A0A0B4KEE4|KOI_DROME	41.1	270	152	3	537	805	697	960	5.05E-63	232	sp|A0A0B4KEE4|KOI_DROME	31.5	463	266	11	521	960	371	805	2.10E-67	241
TRINITY_GG_17723_c12_g1_i1.p1	1	sp|P22769|PSA71_DROME	77.1	249	57	0	1	249	1	249	5.01E-133	378	sp|P22769|PSA71_DROME	79.7	237	48	0	1	237	1	237	1.25E-135	381
TRINITY_GG_17723_c14_g1_i1.p1	1	sp|Q3T0M7|RANG_BOVIN	60	155	62	0	4	158	9	163	9.34E-62	195	sp|Q3T0M7|RANG_BOVIN	64.7	139	49	0	21	159	16	154	2.22E-61	190
TRINITY_GG_17723_c18_g1_i2.p1	1	sp|Q9VVS4|MED11_DROME	73.1	108	29	0	9	116	3	110	2.90E-49	159	sp|Q9VVS4|MED11_DROME	73.1	108	29	0	3	110	9	116	2.17E-47	150
TRINITY_GG_17723_c19_g1_i1.p1	1	sp|Q9Y2E8|SL9A8_HUMAN	57.3	541	221	5	134	666	38	576	3.99E-205	591	sp|Q9Y2E8|SL9A8_HUMAN	57.5	541	220	5	38	576	134	666	6.21E-208	594
TRINITY_GG_17723_c21_g1_i2.p1	1	sp|Q9BX70|BTBD2_HUMAN	76.4	432	101	1	94	524	94	525	1.24E-245	686	sp|Q9BX70|BTBD2_HUMAN	76.4	432	101	1	94	525	94	524	2.21E-248	689
TRINITY_GG_17723_c21_g1_i2.p2	1	sp|Q4R599|TSNAX_MACFA	43.2	294	142	7	16	298	9	288	1.89E-72	228	sp|Q4R599|TSNAX_MACFA	43.2	294	142	7	9	288	16	298	7.52E-74	228
TRINITY_GG_17732_c8_g1_i3.p4	1	sp|Q80SY5|PR38B_MOUSE	85.5	131	19	0	1	131	57	187	7.59E-77	239	sp|Q80SY5|PR38B_MOUSE	85.5	131	19	0	57	187	1	131	2.28E-78	241
TRINITY_GG_17733_c0_g1_i1.p1	1	sp|P91929|NDUAA_DROME	56.7	365	154	3	40	400	36	400	6.22E-143	416	sp|P91929|NDUAA_DROME	56.7	365	154	3	36	400	40	400	1.37E-146	421
TRINITY_GG_17734_c1_g1_i1.p1	1	sp|Q08CK7|IF2B1_DANRE	40.8	510	262	7	28	520	82	568	8.95E-121	370	sp|Q08CK7|IF2B1_DANRE	41.2	505	257	8	82	563	28	515	1.18E-124	377
TRINITY_GG_17735_c0_g1_i2.p1	1	sp|Q9W590|LSG1_DROME	53.4	614	217	9	8	607	1	559	1.10E-206	593	sp|Q9W590|LSG1_DROME	54	607	224	9	1	559	8	607	1.12E-208	595
TRINITY_GG_17736_c4_g1_i1.p1	1	sp|Q8BHN5|RBM45_MOUSE	38.5	514	253	12	1	493	1	472	2.79E-104	323	sp|Q8BHN5|RBM45_MOUSE	38.7	499	244	11	16	472	15	493	1.93E-103	317
TRINITY_GG_17738_c7_g1_i1.p1	1	sp|Q3T904|ATG9A_BOVIN	48.4	800	322	16	5	784	11	739	1.69E-241	699	sp|Q3T904|ATG9A_BOVIN	54.3	663	249	10	11	636	5	650	6.57E-241	694
TRINITY_GG_17738_c8_g1_i1.p1	1	sp|Q29HY3|CDC42_DROPS	95.3	191	9	0	1	191	1	191	2.09E-133	374	sp|Q29HY3|CDC42_DROPS	95.3	191	9	0	1	191	1	191	2.47E-134	373
TRINITY_GG_17750_c27_g1_i1.p1	1	sp|Q90YY5|MED26_XENLA	50	106	46	2	4	107	7	107	7.01E-19	94	sp|Q90YY5|MED26_XENLA	47.5	120	55	3	7	121	4	120	4.10E-21	96.7
TRINITY_GG_17750_c28_g1_i1.p1	1	sp|B4L184|WLS_DROMO	60.9	563	198	7	1	542	1	562	1.36E-239	672	sp|B4L184|WLS_DROMO	60.9	563	198	7	1	562	1	542	2.65E-244	681
TRINITY_GG_17750_c29_g1_i3.p1	1	sp|Q9P2R6|RERE_HUMAN	50.3	340	124	8	3	342	281	575	6.90E-81	300	sp|Q9P2R6|RERE_HUMAN	50.3	340	124	8	281	575	3	342	7.80E-83	301
TRINITY_GG_17755_c3_g1_i1.p1	1	sp|Q6V7V2|RTKN_RAT	36.8	443	241	7	45	455	4	439	1.77E-85	277	sp|Q6V7V2|RTKN_RAT	36.8	443	241	7	4	439	45	455	7.57E-87	277
TRINITY_GG_17756_c17_g1_i2.p1	1	sp|Q4QQW5|CCNQ_RAT	45.5	220	119	1	35	254	25	243	2.91E-67	211	sp|Q4QQW5|CCNQ_RAT	45.2	219	119	1	29	246	39	257	1.32E-67	209
TRINITY_GG_17756_c19_g1_i1.p1	1	sp|Q99MD6|TRXR3_MOUSE	56.3	592	250	4	9	600	68	650	2.27E-241	683	sp|Q99MD6|TRXR3_MOUSE	56.3	592	250	4	68	650	9	600	3.10E-244	687
TRINITY_GG_17756_c19_g1_i1.p2	1	sp|Q2KHU4|CLPP_BOVIN	71.2	222	64	0	22	243	38	259	8.73E-112	325	sp|Q2KHU4|CLPP_BOVIN	74.2	209	54	0	41	249	25	233	7.40E-111	319
TRINITY_GG_17756_c21_g1_i1.p1	1	sp|P81900|KAPR2_DROME	65.2	385	123	6	1	382	1	377	2.53E-172	488	sp|P81900|KAPR2_DROME	65.2	385	123	6	1	377	1	382	1.07E-168	475
TRINITY_GG_17756_c22_g1_i4.p1	1	sp|Q9QXL2|KI21A_MOUSE	46.1	1090	462	11	2	971	4	1088	5.17E-256	775	sp|Q9QXL2|KI21A_MOUSE	46.1	1090	462	11	4	1088	2	971	1.77E-260	783
TRINITY_GG_17756_c23_g2_i1.p1	1	sp|Q9VKY1|LIX1_DROME	79.8	208	42	0	38	245	56	263	3.93E-117	338	sp|Q9VKY1|LIX1_DROME	79.4	209	43	0	55	263	37	245	1.87E-120	343
TRINITY_GG_17756_c24_g1_i7.p1	1	sp|Q9V576|WUN_DROME	52.6	272	115	5	1	259	80	350	3.10E-91	278	sp|Q9V576|WUN_DROME	52.6	272	115	5	80	350	1	259	5.47E-91	274
TRINITY_GG_17756_c25_g1_i7.p1	1	sp|P20659|TRX_DROME	29.7	3422	1567	97	453	3469	738	3726	2.23E-305	1042	sp|P20659|TRX_DROME	29.9	3406	1536	98	762	3726	475	3469	1.58E-305	1024
TRINITY_GG_17756_c25_g1_i7.p2	1	sp|Q924A2|CIC_MOUSE	30.6	1368	616	56	331	1513	196	1415	2.40E-79	297	sp|Q924A2|CIC_MOUSE	30.5	1360	628	56	196	1415	331	1513	1.24E-73	274
TRINITY_GG_17768_c3_g1_i1.p1	1	sp|F1PJP5|STT3A_CANLF	79.9	702	141	0	4	705	1	702	0	1150	sp|F1PJP5|STT3A_CANLF	80.5	696	136	0	7	702	10	705	0	1148
TRINITY_GG_17768_c4_g1_i4.p1	1	sp|Q9JI38|PUS3_MOUSE	43.2	438	212	9	23	426	11	445	1.40E-116	352	sp|Q9JI38|PUS3_MOUSE	44.1	404	196	7	44	445	51	426	7.44E-114	342
TRINITY_GG_17776_c11_g1_i1.p1	1	sp|Q4LDE5|SVEP1_HUMAN	28.4	670	391	14	378	994	2485	3118	3.67E-85	308	sp|Q4LDE5|SVEP1_HUMAN	28.7	670	389	15	2485	3118	378	994	6.14E-88	314
TRINITY_GG_17776_c9_g1_i2.p1	1	sp|Q80XC3|US6NL_MOUSE	55.7	370	163	1	2	371	3	371	6.34E-142	434	sp|Q80XC3|US6NL_MOUSE	55.7	370	163	1	3	371	2	371	5.53E-142	431
TRINITY_GG_17787_c10_g1_i1.p1	1	sp|P41509|FABPM_LOCMI	57.5	127	52	2	7	131	7	133	4.88E-42	138	sp|P41509|FABPM_LOCMI	57.5	127	52	2	7	133	7	131	8.73E-45	142
TRINITY_GG_17787_c12_g1_i1.p1	1	sp|P06768|RET2_RAT	33	91	59	1	10	98	9	99	2.13E-10	57.8	sp|P06768|RET2_RAT	25.8	124	90	1	9	132	10	131	8.19E-13	60.5
TRINITY_GG_17787_c15_g1_i1.p1	1	sp|Q92614|MY18A_HUMAN	45.7	1064	485	20	351	1388	204	1200	5.74E-275	843	sp|Q92614|MY18A_HUMAN	45.7	1064	485	20	204	1200	351	1388	7.73E-274	837
TRINITY_GG_17789_c1_g1_i3.p1	1	sp|Q9ERS4|PKHA3_MOUSE	53.3	210	89	4	1	201	1	210	6.80E-75	231	sp|Q9ERS4|PKHA3_MOUSE	57.9	190	71	4	1	190	1	181	5.51E-76	230
TRINITY_GG_17791_c3_g1_i1.p1	1	sp|Q90Z08|U119B_DANRE	66.1	218	70	3	11	227	28	242	2.01E-95	281	sp|Q90Z08|U119B_DANRE	66.1	218	70	3	28	242	11	227	2.17E-97	283
TRINITY_GG_17792_c10_g1_i1.p1	1	sp|P49642|PRI1_HUMAN	51.1	272	127	6	1	269	1	269	6.00E-89	273	sp|P49642|PRI1_HUMAN	51.1	272	127	6	1	269	1	269	1.08E-89	272
TRINITY_GG_17792_c9_g1_i1.p1	1	sp|Q6AX60|PTHB1_XENLA	40.2	836	464	13	1	815	1	821	1.08E-189	571	sp|Q6AX60|PTHB1_XENLA	40.2	836	464	13	1	821	1	815	1.28E-192	575
TRINITY_GG_17792_c9_g1_i1.p2	1	sp|Q5R9I6|PSMD2_PONAB	72.6	881	237	2	7	883	24	904	0	1264	sp|Q5R9I6|PSMD2_PONAB	73.8	861	225	1	45	905	25	884	0	1258
TRINITY_GG_17795_c3_g1_i1.p1	1	sp|P55197|AF10_HUMAN	80.6	186	36	0	1	186	18	203	2.33E-100	345	sp|P55197|AF10_HUMAN	80.6	186	36	0	18	203	1	186	6.67E-102	345
TRINITY_GG_17800_c26_g1_i3.p1	1	sp|Q9VFP2|RDX_DROME	89.5	399	40	2	6	402	431	829	1.12E-247	697	sp|Q9VFP2|RDX_DROME	89.5	399	40	2	431	829	6	402	1.36E-248	697
TRINITY_GG_17802_c3_g1_i1.p1	1	sp|A1YFA7|PQBP1_GORGO	49.8	231	101	1	114	344	48	263	1.19E-28	115	sp|A1YFA7|PQBP1_GORGO	42.9	231	117	1	48	263	114	344	7.11E-30	114
TRINITY_GG_17803_c1_g1_i1.p1	1	sp|P54985|PPIA_BLAGE	84.8	164	25	0	40	203	1	164	7.23E-104	299	sp|P54985|PPIA_BLAGE	84.8	164	25	0	1	164	40	203	2.39E-105	299
TRINITY_GG_17803_c14_g1_i6.p1	1	sp|Q8IX12|CCAR1_HUMAN	48.1	647	235	19	1	577	1	616	1.00E-127	405	sp|Q8IX12|CCAR1_HUMAN	48	640	234	17	1	610	1	571	3.26E-127	401
TRINITY_GG_17803_c17_g1_i1.p1	1	sp|Q9VWQ2|S6KL_DROME	43.7	334	165	7	81	403	134	455	8.96E-81	261	sp|Q9VWQ2|S6KL_DROME	44.5	330	168	8	134	455	81	403	7.78E-82	260
TRINITY_GG_17806_c15_g1_i3.p1	1	sp|Q99K70|RRAGC_MOUSE	75	348	74	1	18	352	21	368	1.89E-183	517	sp|Q99K70|RRAGC_MOUSE	74.4	352	77	1	17	368	14	352	2.28E-184	516
TRINITY_GG_17806_c18_g1_i2.p1	1	sp|Q91ZH7|ABHD3_MOUSE	44.4	239	123	3	30	262	47	281	1.14E-65	213	sp|Q91ZH7|ABHD3_MOUSE	43.8	249	128	4	37	281	22	262	7.38E-67	213
TRINITY_GG_17806_c18_g1_i2.p2	1	sp|Q3T0A0|ABHD1_BOVIN	54.8	115	51	1	15	129	277	390	3.91E-36	130	sp|Q3T0A0|ABHD1_BOVIN	54.8	115	51	1	277	390	15	129	9.27E-37	130
TRINITY_GG_17806_c22_g1_i7.p3	1	sp|Q12797|ASPH_HUMAN	53.9	254	114	3	4	256	507	758	1.51E-91	288	sp|Q12797|ASPH_HUMAN	53.9	254	114	3	507	758	4	256	2.40E-93	291
TRINITY_GG_17811_c4_g1_i1.p1	1	sp|Q49AM3|TTC31_HUMAN	39.7	121	64	1	187	298	276	396	5.56E-15	81.3	sp|Q49AM3|TTC31_HUMAN	33.3	186	92	4	228	412	161	315	2.25E-17	84.3
TRINITY_GG_17832_c14_g1_i3.p1	1	sp|Q68D86|C102B_HUMAN	33	578	270	15	14	586	47	512	1.38E-58	207	sp|Q68D86|C102B_HUMAN	32.8	576	270	16	47	510	14	584	1.75E-58	203
TRINITY_GG_17832_c14_g1_i3.p2	1	sp|P28838|AMPL_HUMAN	51	502	237	6	12	508	14	511	7.03E-168	488	sp|P28838|AMPL_HUMAN	51	502	237	6	14	511	12	508	1.27E-170	491
TRINITY_GG_17832_c14_g1_i3.p3	1	sp|Q17P98|MED28_AEDAE	53.3	169	60	3	1	162	1	157	5.32E-50	163	sp|Q17P98|MED28_AEDAE	56.2	162	66	3	1	157	1	162	4.04E-51	162
TRINITY_GG_17832_c15_g1_i1.p1	1	sp|Q9R1A8|COP1_MOUSE	55.2	656	248	12	23	665	111	733	2.44E-240	686	sp|Q9R1A8|COP1_MOUSE	54.8	668	256	12	102	733	8	665	8.47E-244	691
TRINITY_GG_17841_c5_g1_i1.p1	1	sp|P25823|TUD_DROME	23.7	2206	1348	82	259	2281	406	2458	2.84E-46	189	sp|P25823|TUD_DROME	24.9	885	582	39	1623	2458	1431	2281	3.64E-46	184
TRINITY_GG_17842_c0_g1_i2.p1	1	sp|A3KPP4|S2535_DANRE	54.5	299	134	2	1	299	1	297	1.34E-114	335	sp|A3KPP4|S2535_DANRE	54.5	299	134	2	1	297	1	299	4.38E-115	333
TRINITY_GG_17843_c7_g1_i3.p1	1	sp|Q66JE4|RN146_XENTR	43.4	226	110	5	1	219	72	286	4.63E-45	155	sp|Q66JE4|RN146_XENTR	43.4	226	110	5	72	286	1	219	1.17E-44	151
TRINITY_GG_17845_c6_g1_i3.p1	1	sp|Q04164|SAS_DROME	53.5	419	177	5	1198	1603	1280	1693	1.78E-124	432	sp|Q04164|SAS_DROME	53.5	419	177	5	1280	1693	1198	1603	6.81E-127	435
TRINITY_GG_17854_c4_g1_i18.p1	1	sp|Q6DFB8|TTC37_XENLA	37.1	544	313	10	29	555	748	1279	2.38E-92	315	sp|Q6DFB8|TTC37_XENLA	36.9	544	314	10	748	1279	29	555	2.52E-93	315
TRINITY_GG_17854_c4_g1_i18.p2	1	sp|Q6PGP7|TTC37_HUMAN	30.3	608	391	11	1	586	1	597	1.26E-66	239	sp|Q6PGP7|TTC37_HUMAN	30.3	608	391	11	1	597	1	586	3.42E-67	238
TRINITY_GG_17854_c4_g1_i18.p3	1	sp|Q32PI8|RT27_BOVIN	29.9	164	111	1	26	189	25	184	8.49E-13	73.6	sp|Q32PI8|RT27_BOVIN	29.9	164	111	1	25	184	26	189	9.59E-15	75.1
TRINITY_GG_17855_c3_g1_i1.p1	1	sp|Q9BRS8|LARP6_HUMAN	38.3	240	129	4	125	347	72	309	4.37E-39	151	sp|Q9BRS8|LARP6_HUMAN	30.3	412	226	10	72	481	125	477	1.28E-40	152
TRINITY_GG_17860_c24_g1_i2.p1	1	sp|Q712K3|UB2R2_HUMAN	77.3	211	46	1	1	211	1	209	1.44E-117	338	sp|Q712K3|UB2R2_HUMAN	73.2	246	58	2	1	238	1	246	9.49E-118	335
TRINITY_GG_17860_c26_g1_i3.p1	1	sp|Q16VD3|LIG_AEDAE	32.2	1327	588	53	14	1169	62	1247	1.24E-89	318	sp|Q16VD3|LIG_AEDAE	32.3	1305	591	49	74	1247	26	1169	1.64E-100	346
TRINITY_GG_17860_c27_g1_i5.p1	1	sp|Q0IFL5|ASSY_AEDAE	59.6	270	109	0	9	278	139	408	2.89E-118	348	sp|Q0IFL5|ASSY_AEDAE	59.6	270	109	0	139	408	9	278	5.74E-118	344
TRINITY_GG_17860_c28_g2_i1.p1	1	sp|Q8TAD4|ZNT5_HUMAN	43.9	720	373	6	20	712	25	740	5.29E-170	510	sp|Q8TAD4|ZNT5_HUMAN	43.6	721	380	4	22	740	17	712	2.01E-169	505
TRINITY_GG_17872_c5_g1_i1.p1	1	sp|Q24119|TRH_DROME	44.6	1121	326	37	1	989	1	958	1.86E-227	676	sp|Q24119|TRH_DROME	44.6	1121	326	37	1	958	1	989	3.58E-230	679
TRINITY_GG_17875_c14_g1_i2.p1	1	sp|Q7K556|TTD14_DROME	69	448	99	2	1	447	59	467	5.77E-231	644	sp|Q7K556|TTD14_DROME	71.3	429	83	2	59	448	1	428	4.00E-231	641
TRINITY_GG_17883_c8_g1_i2.p1	1	sp|Q99614|TTC1_HUMAN	55.1	196	88	0	91	286	92	287	1.27E-64	207	sp|Q99614|TTC1_HUMAN	51.1	229	105	2	65	287	59	286	3.80E-63	200
TRINITY_GG_17883_c9_g1_i2.p1	1	sp|Q9QZ08|NAGK_MOUSE	44.6	343	185	2	1	340	1	341	3.02E-102	307	sp|Q9QZ08|NAGK_MOUSE	44.6	343	185	2	1	341	1	340	3.99E-102	303
TRINITY_GG_17890_c2_g1_i2.p1	1	sp|Q96SQ7|ATOH8_HUMAN	56.7	97	42	0	350	446	225	321	1.45E-26	112	sp|Q96SQ7|ATOH8_HUMAN	56.7	97	42	0	225	321	350	446	1.02E-26	108
TRINITY_GG_17899_c1_g2_i2.p1	1	sp|Q16769|QPCT_HUMAN	48	329	158	7	25	345	38	361	2.65E-96	293	sp|Q16769|QPCT_HUMAN	48	329	158	7	38	361	25	345	1.85E-96	290
TRINITY_GG_17900_c7_g1_i1.p1	1	sp|Q66H43|BORC6_RAT	41.1	158	85	3	140	297	208	357	2.25E-26	109	sp|Q66H43|BORC6_RAT	41.1	158	85	3	208	357	140	297	2.84E-26	105
TRINITY_GG_17902_c13_g1_i3.p1	1	sp|Q7Z3F1|GP155_HUMAN	30.8	630	415	7	7	624	213	833	7.74E-84	284	sp|Q7Z3F1|GP155_HUMAN	30.8	627	419	6	213	833	7	624	1.62E-89	296
TRINITY_GG_17903_c6_g1_i1.p1	1	sp|P28840|NEC1_RAT	53.8	610	253	5	33	640	31	613	9.45E-220	637	sp|P28840|NEC1_RAT	53.7	611	254	5	30	613	32	640	4.41E-223	642
TRINITY_GG_17906_c6_g1_i2.p1	1	sp|Q7KNA0|DYM_DROME	54.5	420	156	6	9	428	312	696	4.00E-142	425	sp|Q7KNA0|DYM_DROME	54.5	420	156	6	312	696	9	428	1.34E-140	418
TRINITY_GG_17910_c16_g1_i2.p1	1	sp|Q2KID0|EXOS2_BOVIN	54.9	275	111	2	24	293	23	289	5.35E-96	288	sp|Q2KID0|EXOS2_BOVIN	54.9	275	111	2	23	289	24	293	1.08E-97	288
TRINITY_GG_17910_c17_g1_i1.p1	1	sp|O43264|ZW10_HUMAN	29.6	787	501	13	1	742	1	779	4.56E-100	328	sp|O43264|ZW10_HUMAN	29.6	787	501	13	1	779	1	742	7.25E-102	330
TRINITY_GG_17910_c19_g1_i1.p1	1	sp|Q9W568|HFW1_DROME	38.6	422	237	9	48	453	196	611	4.05E-92	294	sp|Q9W568|HFW1_DROME	38.6	422	237	9	196	611	48	453	8.83E-93	292
TRINITY_GG_17910_c21_g1_i3.p1	1	sp|Q9U1M2|TM120_DROME	60.4	338	131	3	6	340	3	340	1.30E-139	405	sp|Q9U1M2|TM120_DROME	61.5	327	124	2	2	328	5	329	1.93E-141	406
TRINITY_GG_17923_c22_g1_i1.p1	1	sp|A3KPW9|BAG6_DANRE	24.3	507	316	11	923	1418	709	1158	2.20E-35	150	sp|A3KPW9|BAG6_DANRE	24.3	507	316	11	709	1158	923	1418	3.13E-32	135
TRINITY_GG_17927_c1_g2_i1.p1	1	sp|Q8K2W6|PHF13_MOUSE	65.2	66	23	0	139	204	221	286	2.23E-27	108	sp|Q8K2W6|PHF13_MOUSE	65.2	66	23	0	221	286	139	204	3.49E-28	107
TRINITY_GG_17932_c10_g1_i1.p1	1	sp|Q3SZM1|MK67I_BOVIN	34	159	100	2	120	278	46	199	7.72E-16	80.9	sp|Q3SZM1|MK67I_BOVIN	36.6	142	86	1	46	183	120	261	2.35E-17	80.9
TRINITY_GG_17933_c0_g1_i1.p1	1	sp|P39021|MEOX2_XENLA	75.6	86	19	1	241	324	160	245	1.56E-28	117	sp|P39021|MEOX2_XENLA	84.5	71	11	0	179	249	258	328	2.94E-28	112
TRINITY_GG_17936_c5_g1_i1.p1	1	sp|B0FWD8|NU1M_AEDAE	76.7	73	17	0	31	103	17	89	4.20E-32	117	sp|B0FWD8|NU1M_AEDAE	68.6	86	27	0	2	87	16	101	5.66E-32	114
TRINITY_GG_17936_c6_g1_i5.p1	1	sp|P34854|NU5M_ANOGA	65.2	161	56	0	1	161	260	420	3.05E-62	204	sp|P34854|NU5M_ANOGA	66	159	54	0	260	418	1	159	2.45E-62	202
TRINITY_GG_17941_c17_g1_i3.p1	1	sp|Q7KVW5|KCNN_DROME	80	541	78	4	13	549	390	904	2.33E-266	758	sp|Q7KVW5|KCNN_DROME	80	541	78	4	390	904	13	549	3.25E-266	754
TRINITY_GG_17941_c20_g1_i2.p1	1	sp|Q6PHN7|TM164_MOUSE	43.8	160	73	3	1	144	9	167	1.08E-37	133	sp|Q6PHN7|TM164_MOUSE	43.8	160	73	3	9	167	1	144	7.41E-37	128
TRINITY_GG_17946_c3_g1_i1.p1	1	sp|A2AG06|MEIOC_MOUSE	57.1	184	71	4	610	791	743	920	1.15E-51	200	sp|A2AG06|MEIOC_MOUSE	57.1	184	71	4	743	920	610	791	6.13E-52	197
TRINITY_GG_17948_c6_g1_i2.p1	1	sp|Q6GNT7|GOGA5_XENLA	27.7	750	422	17	1	665	1	715	3.25E-56	206	sp|Q6GNT7|GOGA5_XENLA	27.4	748	423	15	1	713	1	663	4.66E-53	194
TRINITY_GG_17951_c2_g1_i1.p1	1	sp|Q9W138|SAMTR_DROME	40.7	295	158	8	1	287	1	286	6.99E-66	213	sp|Q9W138|SAMTR_DROME	40.5	296	157	8	1	286	1	287	7.00E-67	212
TRINITY_GG_17951_c3_g1_i4.p2	1	sp|Q80U87|UBP8_MOUSE	47.4	346	170	5	21	355	735	1079	2.20E-99	320	sp|Q80U87|UBP8_MOUSE	47.4	346	170	5	735	1079	21	355	1.45E-99	318
TRINITY_GG_17951_c4_g1_i6.p1	1	sp|Q9VWB0|TECPR_DROME	51.4	1420	564	21	1	1365	1	1349	0	1293	sp|Q9VWB0|TECPR_DROME	52.1	1398	588	20	1	1349	1	1365	0	1297
TRINITY_GG_17952_c3_g1_i2.p1	1	sp|Q1HE26|SMAD4_BOVIN	61.7	648	133	13	6	646	7	546	6.18E-250	703	sp|Q1HE26|SMAD4_BOVIN	61.4	648	135	12	7	546	6	646	6.27E-246	689
TRINITY_GG_17952_c3_g1_i2.p2	1	sp|Q9VND8|RHEB_DROME	76.4	182	43	0	1	182	1	182	2.33E-96	280	sp|Q9VND8|RHEB_DROME	76.4	182	43	0	1	182	1	182	9.59E-98	280
