transcript	zeroOne	annot.x	pident.x	length.x	mismatch	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismach	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_22447_c0_g1_i1.p1	1	sp|Q9WUD1|CHIP_MOUSE	63.7	135	49	0	14	148	28	162	2.36E-53	173	sp|Q9WUD1|CHIP_MOUSE	63.7	135	49	0	28	162	14	148	9.70E-55	174
TRINITY_GG_22447_c0_g1_i1.p2	1	sp|Q5ZHY5|CHIP_CHICK	68.3	104	33	0	3	106	211	314	4.76E-49	160	sp|Q5ZHY5|CHIP_CHICK	68.3	104	33	0	211	314	3	106	3.23E-49	159
TRINITY_GG_22448_c10_g1_i1.p1	1	sp|B0VYY5|COX5A_NOTPR	67.3	113	36	1	30	142	43	154	1.48E-50	161	sp|B0VYY5|COX5A_NOTPR	67.3	113	36	1	43	154	30	142	3.04E-52	162
TRINITY_GG_22448_c14_g1_i2.p1	1	sp|P20241|NRG_DROME	62.7	1208	447	4	26	1229	28	1235	0	1578	sp|P20241|NRG_DROME	62.1	1228	462	4	8	1235	6	1229	0	1578
TRINITY_GG_22448_c15_g1_i1.p1	1	sp|Q9CPQ3|TOM22_MOUSE	46.2	91	49	0	36	126	39	129	1.69E-21	86.7	sp|Q9CPQ3|TOM22_MOUSE	46.2	91	49	0	39	129	36	126	1.65E-21	83.2
TRINITY_GG_22448_c16_g1_i4.p1	1	sp|Q9W3W5|WIF1_DROME	49.8	207	84	4	26	213	112	317	8.40E-63	210	sp|Q9W3W5|WIF1_DROME	49.8	207	84	4	112	317	26	213	4.40E-64	210
TRINITY_GG_22448_c18_g1_i7.p1	1	sp|Q24312|EWG_DROME	48.4	609	157	11	6	477	74	662	4.90E-157	466	sp|Q24312|EWG_DROME	49.9	585	135	11	99	662	30	477	1.20E-160	472
TRINITY_GG_22448_c18_g1_i7.p2	1	sp|Q99807|COQ7_HUMAN	65.5	171	58	1	20	189	47	217	2.78E-74	225	sp|Q99807|COQ7_HUMAN	65.9	170	57	1	47	216	20	188	1.31E-75	225
TRINITY_GG_22448_c19_g1_i2.p1	1	sp|A8E7C5|SAC2_DANRE	39.9	870	388	15	10	860	1	754	7.80E-196	607	sp|A8E7C5|SAC2_DANRE	39.9	870	388	15	1	754	10	860	5.45E-197	606
TRINITY_GG_22453_c0_g2_i1.p1	1	sp|P46060|RAGP1_HUMAN	58.8	221	90	1	1	221	1	220	8.22E-79	253	sp|P46060|RAGP1_HUMAN	58.8	221	90	1	1	220	1	221	7.46E-78	248
TRINITY_GG_22464_c1_g2_i1.p1	1	sp|Q8CF60|ZN263_MOUSE	64.3	28	10	0	2	29	572	599	8.39E-07	49.3	sp|Q8CF60|ZN263_MOUSE	64.3	28	10	0	572	599	2	29	7.19E-07	47.8
TRINITY_GG_22480_c0_g1_i1.p1	1	sp|Q6EKJ0|GTD2B_HUMAN	34	268	166	8	1	265	686	945	1.42E-32	130	sp|Q6EKJ0|GTD2B_HUMAN	34.3	271	165	9	686	947	1	267	1.86E-31	124
TRINITY_GG_22484_c2_g1_i1.p1	1	sp|Q3T035|ARPC3_BOVIN	68.5	178	55	1	1	177	1	178	5.07E-91	266	sp|Q3T035|ARPC3_BOVIN	68.5	178	55	1	1	178	1	177	2.08E-92	266
TRINITY_GG_22484_c5_g1_i3.p1	1	sp|A6QPC8|EID3_BOVIN	22.1	199	130	4	85	261	132	327	1.93E-08	58.2	sp|A6QPC8|EID3_BOVIN	22.3	260	164	7	70	322	28	256	6.23E-09	55.8
TRINITY_GG_22484_c6_g1_i3.p1	1	sp|Q9NXB0|MKS1_HUMAN	47.5	162	77	5	5	161	311	469	1.01E-40	146	sp|Q9NXB0|MKS1_HUMAN	47.5	162	77	5	311	469	5	161	5.17E-40	142
TRINITY_GG_22484_c7_g1_i1.p1	1	sp|Q9V410|LZTR1_DROME	61.7	750	269	6	11	748	221	964	0	945	sp|Q9V410|LZTR1_DROME	61.7	750	269	6	221	964	11	748	0	947
TRINITY_GG_22504_c8_g1_i1.p1	1	sp|P43646|CATR_TETST	68.9	148	46	0	24	171	1	148	4.29E-63	194	sp|P43646|CATR_TETST	68.9	148	46	0	1	148	24	171	2.64E-65	196
TRINITY_GG_22516_c7_g1_i1.p1	1	sp|Q9H7D7|WDR26_HUMAN	55	520	217	4	48	550	125	644	1.11E-207	599	sp|Q9H7D7|WDR26_HUMAN	55	520	217	4	125	644	48	550	6.62E-209	599
TRINITY_GG_22518_c20_g1_i1.p1	1	sp|Q9QXS4|NT8F3_RAT	27.3	220	126	2	7	223	6	194	9.57E-13	68.9	sp|Q9QXS4|NT8F3_RAT	25.3	217	134	1	6	194	7	223	1.43E-11	61.6
TRINITY_GG_22518_c21_g1_i2.p1	1	sp|Q99LE6|ABCF2_MOUSE	69.4	618	186	2	1	618	1	615	0	855	sp|Q99LE6|ABCF2_MOUSE	69.1	621	189	2	1	618	1	621	1.94E-305	857
TRINITY_GG_22518_c26_g1_i1.p1	1	sp|Q90596|MAFK_CHICK	57.9	107	42	2	25	130	24	128	1.69E-30	110	sp|Q90596|MAFK_CHICK	58.6	111	41	3	22	128	21	130	4.54E-31	108
TRINITY_GG_22518_c28_g1_i1.p1	1	sp|Q8VDI9|ALG9_MOUSE	52.1	528	243	6	1	524	88	609	1.09E-194	560	sp|Q8VDI9|ALG9_MOUSE	52.1	528	243	6	88	609	1	524	1.94E-193	553
TRINITY_GG_22526_c0_g1_i1.p1	1	sp|Q8HXY2|MCAT_MACFA	62.6	211	78	1	3	213	4	213	1.95E-97	288	sp|Q8HXY2|MCAT_MACFA	62.3	212	79	1	3	213	2	213	3.96E-99	289
TRINITY_GG_22527_c0_g1_i1.p1	1	sp|Q6GQ66|FAKD1_XENLA	19.7	731	510	21	117	836	21	685	1.09E-13	79	sp|Q6GQ66|FAKD1_XENLA	19.9	732	503	22	21	683	117	834	8.93E-14	74.7
TRINITY_GG_22527_c0_g1_i1.p2	1	sp|Q6DI86|FAKD1_MOUSE	32.5	126	66	2	24	130	694	819	3.01E-14	72	sp|Q6DI86|FAKD1_MOUSE	32.5	126	66	2	694	819	24	130	6.93E-15	72
TRINITY_GG_22531_c3_g1_i3.p1	1	sp|Q9UJA3|MCM8_HUMAN	54.4	772	322	8	82	828	74	840	6.71E-280	797	sp|Q9UJA3|MCM8_HUMAN	54.4	772	322	8	74	840	82	828	3.95E-281	797
TRINITY_GG_22532_c0_g1_i1.p1	1	sp|Q8AVY1|ODF3A_XENLA	56.2	226	93	4	76	299	10	231	9.57E-21	92.4	sp|Q8AVY1|ODF3A_XENLA	56.2	226	93	4	10	231	76	299	1.77E-24	98.6
TRINITY_GG_22534_c11_g1_i1.p1	1	sp|Q10751|ACE_CHICK	47.3	609	295	8	85	677	656	1254	4.26E-189	573	sp|Q10751|ACE_CHICK	47.3	609	295	8	656	1254	85	677	5.85E-191	575
TRINITY_GG_22534_c8_g1_i1.p1	1	sp|Q8N2Z9|CENPS_HUMAN	37.2	113	67	1	2	110	8	120	5.57E-14	66.6	sp|Q8N2Z9|CENPS_HUMAN	37.3	110	65	1	11	120	5	110	1.35E-15	67.4
TRINITY_GG_22534_c9_g1_i1.p1	1	sp|Q5SRX1|TM1L2_MOUSE	45.8	518	248	14	1	496	1	507	3.40E-133	398	sp|Q5SRX1|TM1L2_MOUSE	45.8	518	248	14	1	507	1	496	1.87E-129	385
TRINITY_GG_22562_c10_g1_i2.p1	1	sp|Q3L1C9|STAUH_APLCA	46.4	672	265	16	133	769	336	947	2.14E-157	485	sp|Q3L1C9|STAUH_APLCA	47.7	643	248	16	337	916	134	751	8.15E-158	483
TRINITY_GG_22562_c11_g1_i2.p1	1	sp|Q01518|CAP1_HUMAN	48.1	439	203	4	3	423	44	475	2.84E-123	369	sp|Q01518|CAP1_HUMAN	48.1	439	203	4	44	475	3	423	5.24E-124	367
TRINITY_GG_22562_c11_g1_i2.p2	1	sp|Q6B857|CFA20_BOVIN	97.9	192	4	0	1	192	1	192	4.56E-138	386	sp|Q6B857|CFA20_BOVIN	97.9	192	4	0	1	192	1	192	2.65E-139	385
TRINITY_GG_22562_c13_g1_i1.p1	1	sp|P07668|CLAT_DROME	50.3	634	285	8	1	622	104	719	1.05E-204	593	sp|P07668|CLAT_DROME	50.3	634	285	8	104	719	1	622	4.10E-210	604
TRINITY_GG_22562_c13_g2_i1.p1	1	sp|O17444|VACHT_DROME	76.8	513	100	4	4	513	6	502	1.22E-271	759	sp|O17444|VACHT_DROME	79.9	487	92	3	6	489	4	487	8.34E-271	753
TRINITY_GG_22574_c0_g1_i1.p1	1	sp|Q6P4S8|INT1_MOUSE	43.1	1756	849	36	1	1646	1	1716	0	1203	sp|Q6P4S8|INT1_MOUSE	43.1	1728	846	31	24	1716	21	1646	0	1216
TRINITY_GG_22576_c4_g1_i1.p1	1	sp|O73817|PSB3_ONCMY	72.2	205	57	0	1	205	1	205	6.78E-114	326	sp|O73817|PSB3_ONCMY	72.2	205	57	0	1	205	1	205	3.23E-114	323
TRINITY_GG_22576_c8_g1_i5.p1	1	sp|Q9VNA8|DONS_DROME	34.1	622	327	19	14	614	8	567	1.59E-83	275	sp|Q9VNA8|DONS_DROME	34.3	613	338	18	8	567	14	614	3.26E-84	273
TRINITY_GG_22598_c1_g1_i1.p1	1	sp|P18724|ZG49_XENLA	67.9	28	9	0	1	28	2	29	4.20E-06	46.6	sp|P18724|ZG49_XENLA	67.9	28	9	0	2	29	1	28	1.78E-07	46.6
TRINITY_GG_22604_c1_g1_i3.p1	1	sp|X1WHY6|AMR1B_DANRE	53.1	207	95	2	24	230	5	209	1.97E-57	223	sp|X1WHY6|AMR1B_DANRE	49.8	223	102	2	29	243	50	270	8.38E-59	223
TRINITY_GG_22606_c12_g1_i2.p1	1	sp|P30432|FUR2_DROME	63.3	1347	400	17	2	1298	241	1543	0	1429	sp|P30432|FUR2_DROME	63.2	1347	402	16	241	1543	2	1298	0	1431
TRINITY_GG_22606_c7_g1_i1.p1	1	sp|Q92734|TFG_HUMAN	51.1	233	90	5	15	232	4	227	2.85E-53	181	sp|Q92734|TFG_HUMAN	49.8	249	95	7	4	241	15	244	5.91E-55	182
TRINITY_GG_22615_c5_g1_i5.p2	1	sp|Q8IY92|SLX4_HUMAN	34.8	69	44	1	146	213	1754	1822	4.26E-06	50.4	sp|Q8IY92|SLX4_HUMAN	34.5	58	38	0	1560	1617	7	64	6.57E-06	48.5
TRINITY_GG_22624_c0_g1_i1.p1	1	sp|Q5R8X9|AMN1_PONAB	41.7	72	39	1	72	143	172	240	4.54E-14	70.5	sp|Q5R8X9|AMN1_PONAB	41.7	72	39	1	172	240	72	143	3.10E-16	73.2
TRINITY_GG_22630_c4_g1_i1.p1	1	sp|A8YXY3|SEP15_BOVIN	52.2	136	64	1	18	153	26	160	1.05E-41	140	sp|A8YXY3|SEP15_BOVIN	53.4	131	60	1	31	160	23	153	2.93E-43	140
TRINITY_GG_22641_c3_g1_i3.p2	1	sp|Q8T3X9|ISCA1_DROME	76.9	130	30	0	1	130	1	130	2.25E-69	207	sp|Q8T3X9|ISCA1_DROME	78.6	126	27	0	5	130	5	130	2.16E-69	204
TRINITY_GG_22642_c13_g1_i4.p1	1	sp|O60308|CE104_HUMAN	33.7	516	292	10	555	1036	379	878	2.13E-73	265	sp|O60308|CE104_HUMAN	34	514	293	10	379	878	555	1036	2.06E-79	278
TRINITY_GG_22642_c13_g1_i4.p2	1	sp|Q2LAM0|FA2H_RAT	41.8	330	151	5	18	306	34	363	2.06E-82	256	sp|Q2LAM0|FA2H_RAT	41.8	330	151	5	34	363	18	306	4.02E-80	247
TRINITY_GG_22642_c13_g1_i4.p6	1	sp|Q9V4L4|KBRAS_DROME	47.8	207	98	2	21	226	4	201	7.40E-61	192	sp|Q9V4L4|KBRAS_DROME	49.2	199	91	2	3	192	20	217	7.63E-62	191
TRINITY_GG_22649_c1_g1_i1.p1	1	sp|P43234|CATO_HUMAN	38.7	292	163	5	65	354	44	321	4.45E-64	209	sp|P43234|CATO_HUMAN	38.7	292	163	5	44	321	65	354	1.17E-65	209
TRINITY_GG_22652_c7_g1_i2.p1	1	sp|Q62784|INP4A_RAT	41	385	194	6	799	1182	587	939	9.48E-75	271	sp|Q62784|INP4A_RAT	41	385	194	6	587	939	799	1182	5.68E-76	270
TRINITY_GG_22652_c8_g1_i1.p1	1	sp|P51123|TAF1_DROME	59.5	1767	595	28	2	1695	8	1726	0	1907	sp|P51123|TAF1_DROME	59.5	1756	595	26	8	1718	2	1686	0	1892
TRINITY_GG_22652_c9_g4_i1.p1	1	sp|Q9VHR6|ATG13_DROME	38.9	453	208	13	5	394	1	447	1.20E-76	250	sp|Q9VHR6|ATG13_DROME	38.6	453	209	12	1	447	5	394	1.70E-77	249
TRINITY_GG_22658_c4_g1_i1.p1	1	sp|Q08C84|SMYD4_DANRE	25.8	761	421	13	50	735	49	740	7.01E-71	249	sp|Q08C84|SMYD4_DANRE	25.8	763	422	12	47	740	48	735	5.49E-72	249
TRINITY_GG_22658_c4_g1_i1.p2	1	sp|Q2TBG8|UCHL3_BOVIN	51.6	225	108	1	3	226	6	230	5.77E-84	252	sp|Q2TBG8|UCHL3_BOVIN	51.6	225	108	1	6	230	3	226	8.42E-86	253
TRINITY_GG_22663_c7_g2_i1.p1	1	sp|Q24212|STNB_DROME	71.8	564	154	2	17	580	682	1240	2.84E-296	845	sp|Q24212|STNB_DROME	71.8	564	154	2	682	1240	17	580	2.55E-294	837
TRINITY_GG_22676_c0_g1_i1.p1	1	sp|Q8K4Q7|CERK1_MOUSE	41.2	437	226	6	10	416	95	530	1.01E-112	343	sp|Q8K4Q7|CERK1_MOUSE	41.5	431	221	5	102	531	17	417	2.33E-112	339
TRINITY_GG_22682_c10_g1_i6.p1	1	sp|Q8NEM2|SHCBP_HUMAN	24.7	417	261	13	31	420	96	486	1.40E-22	105	sp|Q8NEM2|SHCBP_HUMAN	23.8	416	266	10	96	486	31	420	1.00E-24	107
TRINITY_GG_22682_c10_g2_i1.p1	1	sp|Q7ZX96|NUP93_XENLA	45.3	823	435	6	6	821	6	820	1.91E-237	688	sp|Q7ZX96|NUP93_XENLA	45.3	823	435	6	6	820	6	821	4.45E-238	686
TRINITY_GG_22682_c6_g1_i1.p2	1	sp|Q2TBP7|MYCBP_BOVIN	50	78	36	1	1	75	1	78	3.75E-19	79.3	sp|Q2TBP7|MYCBP_BOVIN	54.7	64	29	0	1	64	1	64	6.99E-20	77.4
TRINITY_GG_22682_c6_g1_i1.p3	1	sp|P61759|PFD3_MOUSE	63.4	101	37	0	1	101	86	186	7.41E-43	141	sp|P61759|PFD3_MOUSE	66	97	33	0	90	186	5	101	2.73E-44	142
TRINITY_GG_22694_c17_g1_i1.p1	1	sp|Q96DZ1|ERLEC_HUMAN	40.7	464	239	12	29	478	39	480	1.09E-111	343	sp|Q96DZ1|ERLEC_HUMAN	40.7	464	239	12	39	480	29	478	4.06E-113	343
TRINITY_GG_22694_c22_g1_i1.p2	1	sp|Q13395|TARB1_HUMAN	43.7	343	175	7	4	334	1275	1611	3.82E-75	255	sp|Q13395|TARB1_HUMAN	43.7	343	175	7	1275	1611	4	334	4.65E-77	258
TRINITY_GG_22694_c23_g1_i13.p5	1	sp|A0JMU5|ANM9_XENLA	52.1	96	46	0	1	96	143	238	7.72E-25	101	sp|A0JMU5|ANM9_XENLA	52.1	96	46	0	143	238	1	96	8.34E-26	102
TRINITY_GG_22694_c8_g1_i1.p1	1	sp|P97432|NBR1_MOUSE	33.3	93	61	1	370	461	387	479	4.63E-11	70.5	sp|P97432|NBR1_MOUSE	27.6	152	103	4	372	520	355	502	1.96E-13	73.9
TRINITY_GG_22697_c10_g1_i1.p1	1	sp|Q10082|YAO3_SCHPO	51.5	198	86	4	76	265	77	272	3.12E-64	206	sp|Q10082|YAO3_SCHPO	49.8	205	93	4	69	271	68	264	1.98E-65	206
TRINITY_GG_22697_c12_g1_i2.p1	1	sp|P49858|CNI_DROME	75.7	144	35	0	1	144	1	144	1.29E-77	229	sp|P49858|CNI_DROME	75.7	144	35	0	1	144	1	144	3.03E-78	227
TRINITY_GG_22697_c12_g1_i2.p2	1	sp|P60984|GMFB_BOVIN	51.1	139	68	0	1	139	1	139	5.26E-50	159	sp|P60984|GMFB_BOVIN	51.1	139	68	0	1	139	1	139	1.08E-51	160
TRINITY_GG_22706_c1_g1_i1.p1	1	sp|Q86B11|CDC23_DICDI	58.2	146	61	0	2	147	267	412	5.15E-49	176	sp|Q86B11|CDC23_DICDI	58.2	146	61	0	267	412	2	147	3.63E-50	176
TRINITY_GG_22707_c5_g2_i5.p1	1	sp|Q17IN5|MED18_AEDAE	67.6	213	59	4	12	221	10	215	3.83E-94	277	sp|Q17IN5|MED18_AEDAE	67.6	213	59	4	10	215	12	221	8.78E-95	275
TRINITY_GG_22723_c0_g1_i1.p1	1	sp|Q3SZ84|BOLA3_BOVIN	54.5	99	43	1	8	106	13	109	2.66E-30	107	sp|Q3SZ84|BOLA3_BOVIN	55.1	98	42	1	13	108	8	105	5.22E-30	102
TRINITY_GG_22724_c1_g1_i1.p1	1	sp|Q6DEL1|S38A7_DANRE	37.1	237	143	4	20	252	213	447	2.01E-40	148	sp|Q6DEL1|S38A7_DANRE	35.6	253	156	5	198	447	4	252	4.74E-45	157
TRINITY_GG_22730_c5_g1_i1.p1	1	sp|Q13330|MTA1_HUMAN	54.3	750	230	16	1	721	1	666	6.19E-246	702	sp|Q13330|MTA1_HUMAN	54.3	748	233	16	1	666	1	721	3.06E-243	691
TRINITY_GG_22730_c6_g1_i1.p1	1	sp|Q02308|HLES_DROME	46.2	173	77	4	26	186	195	363	6.34E-31	131	sp|Q02308|HLES_DROME	49.7	157	63	4	211	363	42	186	4.03E-29	122
TRINITY_GG_22757_c0_g1_i1.p1	1	sp|P35233|PTN2_RAT	60.3	287	109	3	10	296	5	286	4.37E-117	353	sp|P35233|PTN2_RAT	60.3	287	109	3	5	286	10	296	7.06E-117	348
TRINITY_GG_22778_c0_g1_i2.p1	1	sp|Q5R7I3|HBP1_PONAB	67.5	77	25	0	185	261	435	511	3.19E-27	112	sp|Q5R7I3|HBP1_PONAB	37.8	222	82	4	292	511	94	261	1.57E-36	135
TRINITY_GG_22782_c5_g1_i3.p1	1	sp|A7J1T2|M313A_XENLA	57.5	442	176	4	32	472	79	509	1.89E-173	531	sp|A7J1T2|M313A_XENLA	56.2	459	186	5	62	509	18	472	4.56E-170	519
TRINITY_GG_22784_c4_g1_i1.p1	1	sp|P06603|TBA1_DROME	98.9	450	5	0	1	450	1	450	0	916	sp|P06603|TBA1_DROME	98.9	450	5	0	1	450	1	450	0	914
TRINITY_GG_22788_c1_g1_i1.p1	1	sp|Q9VHJ6|ICH_DROME	35	443	159	11	131	535	241	592	2.20E-26	116	sp|Q9VHJ6|ICH_DROME	35.1	467	165	13	224	592	109	535	5.96E-26	111
TRINITY_GG_22790_c0_g1_i4.p2	1	sp|Q22460|BCA1_CAEEL	56.5	115	47	1	1	112	1	115	1.46E-40	138	sp|Q22460|BCA1_CAEEL	56.4	117	48	1	1	117	1	114	4.70E-42	139
TRINITY_GG_22829_c6_g1_i1.p1	1	sp|Q8INK6|PGPLB_DROME	51.2	168	79	1	68	232	25	192	3.24E-57	185	sp|Q8INK6|PGPLB_DROME	48.1	189	89	2	25	207	68	253	1.61E-61	192
TRINITY_GG_22834_c0_g1_i4.p1	1	sp|Q9VZS6|NSMA_DROME	37	440	221	4	1	392	1	432	3.02E-92	287	sp|Q9VZS6|NSMA_DROME	37.2	436	218	4	5	432	5	392	1.52E-92	285
TRINITY_GG_22837_c1_g1_i1.p1	1	sp|Q6GQE1|T184C_XENLA	54.4	353	155	4	9	359	7	355	8.68E-123	368	sp|Q6GQE1|T184C_XENLA	53.8	353	157	4	7	355	9	359	2.41E-124	368
TRINITY_GG_22838_c13_g1_i2.p1	1	sp|A0A1B0GTU1|ZC11B_HUMAN	34.5	267	131	6	4	239	2	255	8.58E-35	143	sp|A0A1B0GTU1|ZC11B_HUMAN	34.5	267	131	6	2	255	4	239	2.84E-36	144
TRINITY_GG_22838_c14_g2_i1.p1	1	sp|Q1LZF1|PAX6_BOVIN	53.1	507	130	13	1	501	18	422	2.86E-141	416	sp|Q1LZF1|PAX6_BOVIN	53.1	507	130	13	18	422	1	501	5.91E-139	406
TRINITY_GG_22838_c8_g1_i1.p1	1	sp|Q8C0T9|ADCYA_MOUSE	25.8	233	140	4	29	246	1345	1559	1.38E-11	68.6	sp|Q8C0T9|ADCYA_MOUSE	25.7	241	146	5	1337	1559	21	246	1.30E-12	69.7
TRINITY_GG_22838_c8_g1_i1.p2	1	sp|Q9CQT2|RBM7_MOUSE	47.1	119	51	1	3	121	7	113	1.55E-25	102	sp|Q9CQT2|RBM7_MOUSE	47.1	119	51	1	7	113	3	121	2.98E-27	103
TRINITY_GG_22841_c3_g1_i2.p1	1	sp|Q9VZH2|MAS_DROME	47.9	881	171	13	79	697	193	1047	3.08E-213	629	sp|Q9VZH2|MAS_DROME	50.1	867	173	12	193	1047	79	697	6.02E-216	633
TRINITY_GG_22841_c3_g1_i2.p2	1	sp|O17185|SUP9_CAEEL	56.9	313	114	5	1	309	1	296	2.38E-113	336	sp|O17185|SUP9_CAEEL	55.4	323	127	4	1	308	1	321	1.08E-115	338
TRINITY_GG_22859_c0_g1_i1.p1	1	sp|P86905|SNMP1_APIME	45.6	252	133	2	16	265	10	259	3.03E-73	235	sp|P86905|SNMP1_APIME	45.2	259	138	2	3	259	9	265	3.77E-73	232
TRINITY_GG_22868_c0_g1_i1.p1	1	sp|Q9VR35|MXT_DROME	42.7	403	139	10	1	320	210	603	1.71E-71	236	sp|Q9VR35|MXT_DROME	42.7	403	139	10	210	603	1	320	1.79E-74	241
TRINITY_GG_22870_c1_g1_i1.p1	1	sp|Q0MQC7|NDUB2_PONPY	46.2	91	44	3	11	97	16	105	3.47E-19	78.6	sp|Q0MQC7|NDUB2_PONPY	46.2	91	44	3	16	105	11	97	3.28E-19	75.1
TRINITY_GG_22877_c0_g1_i1.p1	1	sp|P15120|UROK_CHICK	36.7	251	121	7	172	416	202	420	9.64E-43	158	sp|P15120|UROK_CHICK	36.3	251	122	6	202	420	172	416	4.05E-45	161
TRINITY_GG_22877_c1_g1_i2.p1	1	sp|Q9VFJ2|RM11_DROME	63.3	196	72	0	1	196	1	196	5.36E-88	259	sp|Q9VFJ2|RM11_DROME	63.3	196	72	0	1	196	1	196	3.62E-88	256
TRINITY_GG_22878_c1_g1_i1.p1	1	sp|Q6R6I7|RXFP1_MOUSE	39.7	335	197	3	1	334	366	696	9.75E-71	237	sp|Q6R6I7|RXFP1_MOUSE	40.1	337	193	4	366	696	1	334	1.73E-70	234
TRINITY_GG_22879_c14_g1_i1.p1	1	sp|O43320|FGF16_HUMAN	35.1	134	82	3	43	172	62	194	2.11E-14	71.2	sp|O43320|FGF16_HUMAN	35.1	134	82	3	62	194	43	172	2.71E-15	70.1
TRINITY_GG_22879_c16_g1_i1.p1	1	sp|Q0KIC3|Y3427_DROME	33.2	397	189	10	66	389	52	445	9.46E-39	162	sp|Q0KIC3|Y3427_DROME	32.4	438	215	11	13	445	28	389	5.20E-38	155
TRINITY_GG_22879_c17_g1_i1.p1	1	sp|Q6WKZ8|UBR2_MOUSE	41.6	1819	908	37	74	1847	46	1755	0	1311	sp|Q6WKZ8|UBR2_MOUSE	41.9	1815	909	37	46	1755	74	1847	0	1308
TRINITY_GG_22879_c8_g1_i1.p1	1	sp|Q9NV92|NFIP2_HUMAN	38.6	176	82	3	72	232	171	335	4.77E-32	122	sp|Q9NV92|NFIP2_HUMAN	38	187	90	3	160	335	61	232	1.57E-31	117
TRINITY_GG_22889_c0_g1_i3.p1	1	sp|Q32KH9|ARSG_CANLF	47.3	239	117	3	15	253	293	522	1.70E-64	213	sp|Q32KH9|ARSG_CANLF	47.3	239	117	3	293	522	15	253	1.04E-65	213
TRINITY_GG_22898_c1_g1_i1.p1	1	sp|Q9Z129|RECQ1_MOUSE	52.1	585	271	2	9	584	6	590	3.02E-213	615	sp|Q9Z129|RECQ1_MOUSE	51.4	589	277	1	6	594	9	588	1.61E-214	615
TRINITY_GG_22906_c13_g1_i1.p1	1	sp|Q99LB7|SARDH_MOUSE	53.5	878	402	5	26	898	43	919	0	1025	sp|Q99LB7|SARDH_MOUSE	53.6	877	401	5	44	919	27	898	0	1016
TRINITY_GG_22906_c16_g1_i4.p1	1	sp|Q5ZIV1|MTMR2_CHICK	65.6	570	191	2	101	667	2	569	2.24E-294	817	sp|Q5ZIV1|MTMR2_CHICK	66.5	564	184	2	2	560	101	664	9.12E-295	814
TRINITY_GG_22914_c6_g1_i1.p1	1	sp|Q12894|IFRD2_HUMAN	47.4	390	195	5	50	436	124	506	7.44E-101	313	sp|Q12894|IFRD2_HUMAN	46.7	390	198	3	124	506	50	436	6.18E-100	307
TRINITY_GG_22915_c2_g1_i1.p1	1	sp|Q96SK2|TM209_HUMAN	32	553	312	15	26	526	21	561	3.30E-67	229	sp|Q96SK2|TM209_HUMAN	31.5	549	314	14	21	558	26	523	3.01E-66	223
TRINITY_GG_22916_c4_g1_i1.p1	1	sp|Q0P4U8|SMAL1_XENTR	46.5	557	272	6	14	554	337	883	2.62E-166	500	sp|Q0P4U8|SMAL1_XENTR	46.9	554	266	7	337	879	14	550	1.10E-165	495
TRINITY_GG_22923_c0_g1_i1.p1	1	sp|Q80ZI6|LRSM1_MOUSE	32.8	728	461	11	7	711	1	723	5.33E-63	226	sp|Q80ZI6|LRSM1_MOUSE	32.8	728	461	11	1	723	7	711	5.70E-54	197
TRINITY_GG_22938_c36_g1_i2.p1	1	sp|Q9H4Q3|PRD13_HUMAN	87.1	62	8	0	373	434	567	628	8.87E-30	126	sp|Q9H4Q3|PRD13_HUMAN	87.1	62	8	0	567	628	373	434	5.30E-31	126
TRINITY_GG_22938_c39_g1_i1.p1	1	sp|Q3ZBV1|IST1_BOVIN	45.1	408	166	10	1	395	1	363	1.32E-94	290	sp|Q3ZBV1|IST1_BOVIN	44.9	408	167	10	1	363	1	395	7.05E-96	290
TRINITY_GG_22938_c44_g1_i2.p2	1	sp|Q2KI95|FHL2_BOVIN	51.5	274	133	0	10	283	5	278	1.50E-113	331	sp|Q2KI95|FHL2_BOVIN	51.6	273	132	0	5	277	10	282	7.34E-116	333
TRINITY_GG_22938_c45_g2_i2.p1	1	sp|Q8IYB3|SRRM1_HUMAN	69.8	63	19	0	1	63	79	141	4.60E-17	90.1	sp|Q8IYB3|SRRM1_HUMAN	69.8	63	19	0	79	141	1	63	1.87E-18	90.1
TRINITY_GG_22938_c46_g1_i3.p1	1	sp|Q5R8Q4|PATL1_PONAB	29.2	571	295	22	27	539	219	738	1.20E-30	130	sp|Q5R8Q4|PATL1_PONAB	29.3	549	296	18	250	738	23	539	6.70E-30	124
TRINITY_GG_22938_c48_g1_i1.p1	1	sp|Q4GXU6|RS4_CARGR	91.1	259	23	0	1	259	1	259	1.47E-175	486	sp|Q4GXU6|RS4_CARGR	91.1	259	23	0	1	259	1	259	1.21E-176	486
TRINITY_GG_22939_c5_g1_i1.p2	1	sp|Q2TGK3|ZDHC3_RAT	64.4	267	93	2	21	286	34	299	9.27E-122	353	sp|Q2TGK3|ZDHC3_RAT	64.4	267	93	2	34	299	21	286	1.80E-126	361
TRINITY_GG_22940_c6_g1_i1.p1	1	sp|A8JUV0|SBNO_DROME	67.1	1254	302	10	50	1209	417	1653	0	1533	sp|A8JUV0|SBNO_DROME	66.7	1251	305	10	417	1650	50	1206	0	1528
